สินค้า,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
#,รหัสสินค้า,ชื่อสินค้า,หมวดหมู่,หมวดหมู่ย่อย,หน่วยสินค้า,Barcode
2882,WFTT02-XXL,Briefs Flimsy - Women (ซานตาคลอส)(XXL),Boxer Brief (Woman),,ชิ้น,WFTT02-XXL
2883,WFTT02-XL,Briefs Flimsy - Women (ซานตาคลอส)(XL),Boxer Brief (Woman),,ชิ้น,WFTT02-XL
2884,WFTT02-L,Briefs Flimsy - Women (ซานตาคลอส)(L),Boxer Brief (Woman),,ชิ้น,WFTT02-L
2885,WFTT02-M,Briefs Flimsy - Women (ซานตาคลอส)(M),Boxer Brief (Woman),,ชิ้น,WFTT02-M
2886,WFTT01-3XL,Briefs Flimsy - Women (ตารางคริสต์มาส)(3XL),Boxer Brief (Woman),,ชิ้น,WFTT01-3XL
2887,WFTT01-XXL,Briefs Flimsy - Women (ตารางคริสต์มาส)(XXL),Boxer Brief (Woman),,ชิ้น,WFTT01-XXL
2888,WFTT01-XL,Briefs Flimsy - Women (ตารางคริสต์มาส)(XL),Boxer Brief (Woman),,ชิ้น,WFTT01-XL
2889,WFTT01-L,Briefs Flimsy - Women (ตารางคริสต์มาส)(L),Boxer Brief (Woman),,ชิ้น,WFTT01-L
2890,WFTT01-M,Briefs Flimsy - Women (ตารางคริสต์มาส)(M),Boxer Brief (Woman),,ชิ้น,WFTT01-M
2891,TTF29-3XL,(E3) เลม่อน - Lemon(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF29-3XL
2892,TTD-32-3XL,(E2)บลูด็อกชมพูพื้นชมพู - Blue Dog Pink(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTD-32-3XL
2893,BFTT13-3XL,Boxer Brief - Man (กล่องดนตรีและถุงเท้า)(3XL),Boxer Brief (Man),,ชิ้น,BFTT13-3XL
2894,BFTT13-XXL,Boxer Brief - Man (กล่องดนตรีและถุงเท้า)(XXL),Boxer Brief (Man),,ชิ้น,BFTT13-XXL
2895,BFTT13-XL,Boxer Brief - Man (กล่องดนตรีและถุงเท้า)(XL),Boxer Brief (Man),,ชิ้น,BFTT13-XL
2896,BFTT13-L,Boxer Brief - Man (กล่องดนตรีและถุงเท้า)(L),Boxer Brief (Man),,ชิ้น,BFTT13-L
2897,BFTT13-M,Boxer Brief - Man (กล่องดนตรีและถุงเท้า)(M),Boxer Brief (Man),,ชิ้น,BFTT13-M
2898,BFTT12-3XL,Boxer Brief - Man (ซานตาคลอส)(3XL),Boxer Brief (Man),,ชิ้น,BFTT12-3XL
2899,BFTT12-XXL,Boxer Brief - Man (ซานตาคลอส)(XXL),Boxer Brief (Man),,ชิ้น,BFTT12-XXL
2900,BFTT12-XL,Boxer Brief - Man (ซานตาคลอส)(XL),Boxer Brief (Man),,ชิ้น,BFTT12-XL
2901,BFTT12-L,Boxer Brief - Man (ซานตาคลอส)(L),Boxer Brief (Man),,ชิ้น,BFTT12-L
2902,BFTT12-M,Boxer Brief - Man (ซานตาคลอส)(M),Boxer Brief (Man),,ชิ้น,BFTT12-M
2903,BFTT11-3XL,Boxer Brief - Man (ตารางคริสต์มาส)(3XL),Boxer Brief (Man),,ชิ้น,BFTT11-3XL
2904,BFTT11-XXL,Boxer Brief - Man (ตารางคริสต์มาส)(XXL),Boxer Brief (Man),,ชิ้น,BFTT11-XXL
2905,BFTT11-XL,Boxer Brief - Man (ตารางคริสต์มาส)(XL),Boxer Brief (Man),,ชิ้น,BFTT11-XL
2906,BFTT11-L,Boxer Brief - Man (ตารางคริสต์มาส)(L),Boxer Brief (Man),,ชิ้น,BFTT11-L
2907,BFTT11-M,Boxer Brief - Man (ตารางคริสต์มาส)(M),Boxer Brief (Man),,ชิ้น,BFTT11-M
2908,TTG62-3XL,(E4) กล่องดนตรีและถุงเท้า - music box and socks(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG62-3XL
2909,TTG62-XXL,(D4) กล่องดนตรีและถุงเท้า - music box and socks(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG62-XXL
2910,TTG62-XL,(C4) กล่องดนตรีและถุงเท้า - music box and socks(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG62-XL
2911,TTG62-L,(B4) กล่องดนตรีและถุงเท้า - music box and socks(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG62-L
2912,TTG62-M,(A4) กล่องดนตรีและถุงเท้า - music box and socks(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG62-M
2913,TTG61-3XL,(E4) ซานตาคลอส - Santa Claus(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG61-3XL
2914,TTG61-XXL,(D4) ซานตาคลอส - Santa Claus(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG61-XXL
2915,TTG61-XL,(C4) ซานตาคลอส - Santa Claus(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG61-XL
2916,TTG61-L,(B4) ซานตาคลอส - Santa Claus(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG61-L
2917,TTG61-M,(A4) ซานตาคลอส - Santa Claus(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG61-M
2918,TTG60-3XL,(E4) ตารางคริสต์มาส - christmas table(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG60-3XL
2919,TTG60-XXL,(D4) ตารางคริสต์มาส - christmas table(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG60-XXL
2920,TTG60-XL,(C4) ตารางคริสต์มาส - christmas table(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG60-XL
2921,TTG60-L,(B4) ตารางคริสต์มาส - christmas table(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG60-L
2922,TTG60-M,(A4) ตารางคริสต์มาส - christmas table(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG60-M
2923,A173-3XL,(E2) แพนด้าพื้นขาว - Panda(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,A173-3XL
2924,TTA15-3XL,(E2)ชิวาวาพื้นครีม - Chihuahua(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA15-3XL
2925,TTF26-3XL,(E3) อมยิ้ม - Lollipop(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF26-3XL
2926,TTA47-3XL,(E2) แมวแว่นดำคาบบุหรี่/cat with black glasses(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA47-3XL
2927,TTG29-3XL,(E4) แคคตัสพื้นเขียว - C,Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG29-3XL
2928,TTG28-3XL,(E4) ดอกทานตะวัน - Sunflower(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG28-3XL
2929,TTG27-3XL,(E4) มอนสเตอร่า/Monstera(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG27-3XL
2930,TTG12-3XL,(E4)สก็อตกรมท่า (New)(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTG12-3XL
2931,TTG14-3XL,(E4) สก็อตเทาอ่อน (New) - light gray scotch(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTG14-3XL
2932,TTD117-3XL,(E4) สก็อตแดง/Scottish red(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTD117-3XL
2933,BFTT10-3XL,Boxer Brief - Man (ญี่ปุ่น)(3XL),Boxer Brief (Man),,ชิ้น,BFTT10-3XL
2934,BFTT10-XXL,Boxer Brief - Man (ญี่ปุ่น)(XXL),Boxer Brief (Man),,ชิ้น,BFTT10-XXL
2935,BFTT10-XL,Boxer Brief - Man (ญี่ปุ่น)(XL),Boxer Brief (Man),,ชิ้น,BFTT10-XL
2936,BFTT10-L,Boxer Brief - Man (ญี่ปุ่น)(L),Boxer Brief (Man),,ชิ้น,BFTT10-L
2937,BFTT10-M,Boxer Brief - Man (ญี่ปุ่น)(M),Boxer Brief (Man),,ชิ้น,BFTT10-M
2938,BFTT09-3XL,Boxer Brief - Man (ดอกซากุระ)(3XL),Boxer Brief (Man),,ชิ้น,BFTT09-3XL
2939,BFTT09-XXL,Boxer Brief - Man (ดอกซากุระ)(XXL),Boxer Brief (Man),,ชิ้น,BFTT09-XXL
2940,BFTT09-XL,Boxer Brief - Man (ดอกซากุระ)(XL),Boxer Brief (Man),,ชิ้น,BFTT09-XL
2941,BFTT09-L,Boxer Brief - Man (ดอกซากุระ)(L),Boxer Brief (Man),,ชิ้น,BFTT09-L
2942,BFTT09-M,Boxer Brief - Man (ดอกซากุระ)(M),Boxer Brief (Man),,ชิ้น,BFTT09-M
2943,BFTT08-3XL,Boxer Brief - Man (สก็อตขาวดำ)(3XL),Boxer Brief (Man),,ชิ้น,BFTT08-3XL
2944,BFTT08-XXL,Boxer Brief - Man (สก็อตขาวดำ)(XXL),Boxer Brief (Man),,ชิ้น,BFTT08-XXL
2945,BFTT08-XL,Boxer Brief - Man (สก็อตขาวดำ)(XL),Boxer Brief (Man),,ชิ้น,BFTT08-XL
2946,BFTT08-L,Boxer Brief - Man (สก็อตขาวดำ)(L),Boxer Brief (Man),,ชิ้น,BFTT08-L
2947,BFTT08-M,Boxer Brief - Man (สก็อตขาวดำ)(M),Boxer Brief (Man),,ชิ้น,BFTT08-M
2948,BFTT07-3XL,Boxer Brief - Man (ใบไม้)(3XL),Boxer Brief (Man),,ชิ้น,BFTT07-3XL
2949,BFTT07-XXL,Boxer Brief - Man (ใบไม้)(XXL),Boxer Brief (Man),,ชิ้น,BFTT07-XXL
2950,BFTT07-XL,Boxer Brief - Man (ใบไม้)(XL),Boxer Brief (Man),,ชิ้น,BFTT07-XL
2951,BFTT07-L,Boxer Brief - Man (ใบไม้)(L),Boxer Brief (Man),,ชิ้น,BFTT07-L
2952,BFTT07-M,Boxer Brief - Man (ใบไม้)(M),Boxer Brief (Man),,ชิ้น,BFTT07-M
2953,BFTT06-3XL,Boxer Brief - Man (ปลาคราฟ)(3XL),Boxer Brief (Man),,ชิ้น,BFTT06-3XL
2954,BFTT06-XXL,Boxer Brief - Man (ปลาคราฟ)(XXL),Boxer Brief (Man),,ชิ้น,BFTT06-XXL
2955,BFTT06-XL,Boxer Brief - Man (ปลาคราฟ)(XL),Boxer Brief (Man),,ชิ้น,BFTT06-XL
2956,BFTT06-L,Boxer Brief - Man (ปลาคราฟ)(L),Boxer Brief (Man),,ชิ้น,BFTT06-L
2957,BFTT06-M,Boxer Brief - Man (ปลาคราฟ)(M),Boxer Brief (Man),,ชิ้น,BFTT06-M
2958,BFTT05-3XL,Boxer Brief - Man (สีเทา)(3XL),Boxer Brief (Man),,ชิ้น,BFTT05-3XL
2959,BFTT05-XXL,Boxer Brief - Man (สีเทา)(XXL),Boxer Brief (Man),,ชิ้น,BFTT05-XXL
2960,BFTT05-XL,Boxer Brief - Man (สีเทา)(XL),Boxer Brief (Man),,ชิ้น,BFTT05-XL
2961,BFTT05-L,Boxer Brief - Man (สีเทา)(L),Boxer Brief (Man),,ชิ้น,BFTT05-L
2962,BFTT05-M,Boxer Brief - Man (สีเทา)(M),Boxer Brief (Man),,ชิ้น,BFTT05-M
2963,TTF50-3XL,(E3)น่องไก่ทอด - Fried Chicken Drumsticks(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF50-3XL
2964,TTF50-XXL,(D3)น่องไก่ทอด - Fried Chicken Drumsticks(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF50-XXL
2965,TTF50-XL,(C3)น่องไก่ทอด - Fried Chicken Drumsticks(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF50-XL
2966,TTF50-L,(B3)น่องไก่ทอด - Fried Chicken Drumsticks(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF50-L
2967,TTF50-M,(A3)น่องไก่ทอด - Fried Chicken Drumsticks(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF50-M
2968,F005-3XL,(E3) ขนมปังฮอทด็อก/ Hot Dog Bread(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,F005-3XL
2969,F001-3XL,(E3) เฟรนช์ฟรายส์ฟุ้ง/French fries(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,F001-3XL
2970,TTA21-3XL,"(E2) เพนกวิ้นพื้นเทา / Penguin, Grey background(3XL)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA21-3XL
2971,TTF31-3XL,(E3) อาโวคาโดพื้นเขียว (New) - avocado(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF31-3XL
2972,TTF19-3XL,(E3) พิซซ่าพื้นชมพู - pizza(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF19-3XL
2973,TTG11-3XL,(E4) สก็อตดำ (New)(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTG11-3XL
2974,TTG01-3XL,"(E4) หัวใจ (พื้นแดง) - Heart, red background(3XL)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG01-3XL
2975,TTG02-3XL,"(E4) หัวใจ (พื้นขาว) - Heart, white background(3XL)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG02-3XL
2976,TTF49-3XL,(E3)แตงโม New พื้นเขียว - watermelon(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF49-3XL
2977,TTF49-XXL,(D3)แตงโม New พื้นเขียว - watermelon(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF49-XXL
2978,TTF49-XL,(C3)แตงโม New พื้นเขียว - watermelon(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF49-XL
2979,TTF49-L,(B3)แตงโม New พื้นเขียว - watermelon(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF49-L
2980,TTF49-M,(A3)แตงโม New พื้นเขียว - watermelon(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF49-M
2981,TTF13-3XL,(E3) ลูกพีช - Peach(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF13-3XL
2982,TTF48-3XL,(E3)เลม่อนพื้นเหลือง - lemon(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF48-3XL
2983,TTF48-XXL,(D3)เลม่อนพื้นเหลือง - lemon(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF48-XXL
2984,TTF48-XL,(C3)เลม่อนพื้นเหลือง - lemon(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF48-XL
2985,TTF48-L,(B3)เลม่อนพื้นเหลือง - lemon(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF48-L
2986,TTF48-M,(A3)เลม่อนพื้นเหลือง - lemon(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF48-M
2987,TTG59-3XL,(E4)ลิ้นมังกร - dragon tongue(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG59-3XL
2988,TTG59-XXL,(D4)ลิ้นมังกร - dragon tongue(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG59-XXL
2989,TTG59-XL,(C4)ลิ้นมังกร - dragon tongue(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG59-XL
2990,TTG59-L,(B4)ลิ้นมังกร - dragon tongue(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG59-L
2991,TTG59-M,(A4)ลิ้นมังกร - dragon tongue(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG59-M
2992,TTG58-3XL,(E4)ไทรใบสัก - banyan tree(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG58-3XL
2993,TTG58-XXL,(D4)ไทรใบสัก - banyan tree(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG58-XXL
2994,TTG58-XL,(C4)ไทรใบสัก - banyan tree(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG58-XL
2995,TTG58-L,(B4)ไทรใบสัก - banyan tree(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG58-L
2996,TTG58-M,(A4)ไทรใบสัก - banyan tree(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG58-M
2997,TTG57-3XL,(E4)แคคตัส - cactus(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG57-3XL
2998,TTG57-XXL,(D4)แคคตัส - cactus(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG57-XXL
2999,TTG57-XL,(C4)แคคตัส - cactus(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG57-XL
3000,TTG57-L,(B4)แคคตัส - cactus(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG57
3001,TTG57-M,(A4)แคคตัส - cactus(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG57-M
3002,TTG56-3XL,(E4)พลูด่าง - spotted betel(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG56-3XL
3003,TTG56-XXL,(D4)พลูด่าง - spotted betel(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG56-XXL
3004,TTG56-XL,(C4)พลูด่าง - spotted betel(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG56-XL
3005,TTG56-L,(B4)พลูด่าง - spotted betel(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG56-L
3006,TTG56-M,(A4)พลูด่าง - spotted betel(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG56-M
3007,TTD127-3XL,(E4) เรือใบพื้นน้ำเงิน - sailboat(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTD127-3XL
3008,BFTT04-3XL,Boxer Brief - Man (หัวหมีพื้นครีม)(3XL),Boxer Brief (Man),,ชิ้น,BFTT04-3XL
3009,BFTT04-XXL,Boxer Brief - Man (หัวหมีพื้นครีม)(XXL),Boxer Brief (Man),,ชิ้น,BFTT04-XXL
3010,BFTT04-XL,Boxer Brief - Man (หัวหมีพื้นครีม)(XL),Boxer Brief (Man),,ชิ้น,BFTT04-XL
3011,BFTT04-L,Boxer Brief - Man (หัวหมีพื้นครีม)(L),Boxer Brief (Man),,ชิ้น,BFTT04-L
3012,BFTT04-M,Boxer Brief - Man (หัวหมีพื้นครีม)(M),Boxer Brief (Man),,ชิ้น,BFTT04-M
3013,TTF47-3XL,(E3)ชาเขียวมัทฉะไข่มุก - Pearl Matcha Green Tea(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF47-3XL
3014,TTF47-XXL,(D3)ชาเขียวมัทฉะไข่มุก - Pearl Matcha Green Tea(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF47-XXL
3015,TTF47-XL,(C3)ชาเขียวมัทฉะไข่มุก - Pearl Matcha Green Tea(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF47-XL
3016,TTF47-L,(B3)ชาเขียวมัทฉะไข่มุก - Pearl Matcha Green Tea(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF47-L
3017,TTF47-M,(A3)ชาเขียวมัทฉะไข่มุก - Pearl Matcha Green Tea(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF47-M
3018,TTF46-3XL,(E3)ชานมไข่มุก - Pearl Milk Tea(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF46-3XL
3019,TTF46-XXL,(D3)ชานมไข่มุก - Pearl Milk Tea(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF46-XXL
3020,TTF46-XL,(C3)ชานมไข่มุก - Pearl Milk Tea(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF46-XL
3021,TTF46-L,(B3)ชานมไข่มุก - Pearl Milk Tea(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF46-L
3022,TTF46-M,(A3)ชานมไข่มุก - Pearl Milk Tea(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF46-M
3023,TTF45-3XL,(E3)โกโก้ไข่มุก - Cocoa Pearls(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF45-3XL
3024,TTF45-XXL,(D3)โกโก้ไข่มุก - Cocoa Pearls(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF45-XXL
3025,TTF45-XL,(C3)โกโก้ไข่มุก - Cocoa Pearls(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF45-XL
3026,TTF45-L,(B3)โกโก้ไข่มุก - Cocoa Pearls(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF45-L
3027,TTF45-M,(A3)โกโก้ไข่มุก - Cocoa Pearls(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF45-M
3028,TTA72-3XL,(E2)ทีเร็กซ์ - T rex(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA72-3XL
3029,TTA72-XXL,(D2)ทีเร็กซ์ - T rex(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA72-XXL
3030,TTA72-XL,(C2)ทีเร็กซ์ - T rex(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA72-XL
3031,TTA72-L,(B2)ทีเร็กซ์ - T rex(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA72-L
3032,TTA72-M,(A2)ทีเร็กซ์ - T rex(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA72-M
3033,TTA71-3XL,(E2)สเตโกซอรัส - stegosaurus(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA71-3XL
3034,TTA71-XXL,(D2)สเตโกซอรัส - stegosaurus(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA71-XXL
3035,TTA71-XL,(C2)สเตโกซอรัส - stegosaurus(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA71-XL
3036,TTA71-L,(B2)สเตโกซอรัส - stegosaurus(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA71-L
3037,TTA71-M,(A2)สเตโกซอรัส - stegosaurus(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA71-M
3038,TTA70-3XL,(E2)เทอราโนดอน - teranodon(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA70-3XL
3039,TTA70-XXL,(D2)เทอราโนดอน - teranodon(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA70-XXL
3040,TTA70-XL,(C2)เทอราโนดอน - teranodon(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA70-XL
3041,TTA70-L,(B2)เทอราโนดอน - teranodon(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA70-L
3042,TTA70-M,(A2)เทอราโนดอน - teranodon(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA70-M
3043,TTA69-3XL,(E2)ดิพโพลโดคัส - diplodocus(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA69-3XL
3044,TTA69-XXL,(D2)ดิพโพลโดคัส - diplodocus(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA69-XXL
3045,TTA69-XL,(C2)ดิพโพลโดคัส - diplodocus(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA69-XL
3046,TTA69-L,(B2)ดิพโพลโดคัส - diplodocus(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA69-L
3047,TTA69-M,(A2)ดิพโพลโดคัส - diplodocus(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA69-M
3048,TTA68-3XL,(E2)ปลาคราฟพื้นเทา - koi(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA68-3XL
