สินค้า,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
#,รหัสสินค้า,ชื่อสินค้า,หมวดหมู่,หมวดหมู่ย่อย,หน่วยสินค้า,Barcode
4745,TTD54-XL,(C1)หน้าบึ้งเหลือง(พื้นกรมท่า)/Frowning(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD54-XL
4746,TTD54-L,(B1)หน้าบึ้งเหลือง(พื้นกรมท่า)/Frowning(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD54-L
4747,TTD54-M,(A1)หน้าบึ้งเหลือง(พื้นกรมท่า)/Frowning(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD54-M
4748,TTD53-XXL,(D1)หน้ายิ้มเหลือง(พื้นดำ)/ Smiley face(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD53-XXL
4749,TTD53-XL,(C1)หน้ายิ้มเหลือง(พื้นดำ)/ Smiley face(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD53-XL
4750,TTD53-L,(B1)หน้ายิ้มเหลือง(พื้นดำ)/ Smiley face(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD53-L
4751,TTD53-M,(A1) หน้ายิ้มเหลือง(พื้นดำ)/ Smiley face(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD53-M
4752,TTD52-XXL,(D1)หน้ายิ้มเหลือง(พื้นกรมท่า)/ Smiley face(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD52-XXL
4753,TTD52-XL,(C1)หน้ายิ้มเหลือง(พื้นกรมท่า)/ Smiley face(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD52-XL
4754,TTD52-L,(B1)หน้ายิ้มเหลือง(พื้นกรมท่า)/ Smiley face(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD52-L
4755,TTD52-M,(A1) หน้ายิ้มเหลือง(พื้นกรมท่า)/ Smiley face(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD52-M
4756,TTD51-XXL,(D2)หมามงกุฎ-พื้นเหลือง/Crowned dog(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD51-XXL
4757,TTD51-XL,(C2)หมามงกุฎ-พื้นเหลือง/Crowned dog(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD51-XL
4758,TTD51-L,(B2)หมามงกุฎ-พื้นเหลือง/Crowned dog(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD51-L
4759,TTD51-M,(A2)หมามงกุฎ-พื้นเหลือง/Crowned dog(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD51-M
4760,TTD50-XXL,(D2)หมาไทย-พื้นเขียว/Thai dog(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD50-XXL
4761,TTD50-XL,(C2)หมาไทย-พื้นเขียว/Thai dog(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD50-XL
4762,TTD50-L,(B2)หมาไทย-พื้นเขียว/Thai dog(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD50-L
4763,TTD50-M,(A2)หมาไทย-พื้นเขียว/Thai dog(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD50-M
4764,TTS23-XL,ผ้าเชิ้ต-ริ้วตรงเขียวอ่อน(XL),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS23-XL
4765,TTD49-XXL,"(D3) ปลาทูพื้นเขียว/ Mackerel, green ground(XXL)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD49-XXL
4766,TTD49-XL,"(C3)ปลาทูพื้นเขียว/Mackerel, green ground(XL)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD49-XL
4767,TTD49-L,"(B3) ปลาทูพื้นเขียว/Mackerel, green ground(L)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD49-L
4768,TTD49-M,"(A3)ปลาทูพื้นเขียว/Mackerel, green ground(M)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD49-M
4769,TTD48-XXL,(D3) ปลากระป๋องพื้นชมพู/Pink canned fish(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD48-XXL
4770,TTD48-XL,(C3)ปลากระป๋องพื้นชมพู/Pink canned fish(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD48-XL
4771,TTD48-L,(B3)ปลากระป๋องพื้นชมพู/Pink canned fish(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD48-L
4772,TTD48-M,(A3)ปลากระป๋องพื้นชมพู/Pink canned fish(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD48-M
4773,TTD47-XXL,(D3) มาม่าพื้นชมพู/Instant noodles(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD47-XXL
4774,TTD47-XL,(C3)มาม่าพื้นชมพู/Instant noodles(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD47-XL
4775,TTD47-L,(B3)มาม่าพื้นชมพู/Instant noodles(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD47-L
4776,TTD47-M,(A3)มาม่าพื้นชมพู/Instant noodles(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD47-M
4777,TTD46-L,(B3) สับปะรดใหญ่พื้นเทาอ่อน(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD46-L
4778,TTD45-L,(B3) กล้วยใหญ่พื้นครีมอ่อน(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,
4779,TTS24-XL,ผ้าเชิ้ต-ดำล้วน (ทรงเก่า)(XL),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS24-XL
4780,TTS23-M,ผ้าเชิ้ต-ริ้วตรงเขียวอ่อน(M),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS23-M
4781,TTS40-XL,ผ้าเชิ้ต-ลายช้างไทยจุดขาวพื้นดำ(XL),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS40-XL
4782,TTS40-L,ผ้าเชิ้ต-ลายช้างไทยจุดขาวพื้นดำ(L),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS40-L
4783,TTS40-M,ผ้าเชิ้ต-ลายช้างไทยจุดขาวพื้นดำ(M),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS40-M
4784,TTS39-L,ผ้าเชิ้ต-ลายตราแม่ค้าสีกรมท่า(L),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS39-L
4785,TTS38-L,ผ้าเชิ้ต-ดอกไม้เล็กพื้นดำ(L),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS38-L
4786,TTS37-L,ผ้าเชิ้ต-ดอกไม้เล็กพื้นแดง(L),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS37-L
4787,TTS36-L,ผ้าเชิ้ต-จุดขาวใหญ่พื้นดำ(L),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS36-L
4788,TTS36-M,ผ้าเชิ้ต-จุดขาวใหญ่พื้นดำ(M),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS36-M
4789,TTS35-XL,ผ้าเชิ้ต - กรมท่า (ทรงเก่า)(XL),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS35-XL
4790,TTS35-L,ผ้าเชิ้ต - กรมท่า (ทรงเก่า)(L),Boxer ทรงเกาหลี (ผ้าเชิ้ต),,ชิ้น,TTS35-L
4791,TT1012-XL,(SALE) ทรงเกาหลี-ผ้าเชิ้ตคอตตอนคละลาย ( 5 ตัว 450 บาท )(XL),สินค้า T00GTON Promotion (เป็น Set ),,เซต,
4792,TT1012-L,(SALE) ทรงเกาหลี-ผ้าเชิ้ตคอตตอนคละลาย ( 5 ตัว 400 บาท )(L),สินค้า T00GTON Promotion (เป็น Set ),,เซต,
4793,TT1012-M,(SALE) ทรงเกาหลี-ผ้าเชิ้ตคอตตอนคละลาย ( 5 ตัว 400 บาท )(M),สินค้า T00GTON Promotion (เป็น Set ),,เซต,
4794,TTD44-XL,(C3) ลายเชอรี่-พื้นขาว(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD44-XL
4795,TTD44-L,(B3) ลายเชอรี่-พื้นขาว(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD44-L
4796,TTD44-M,ลายเชอรี่-พื้นขาว(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD44-M
4797,TTD43-L,(B3) ลายส้ม(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD43-L
4798,TTD42-XXL,(D1) หมีขาวพื้นเขียวท็อปดราย - white bear(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD42-XXL
4799,TTD42-XL,(C1) หมีขาวพื้นเขียวท็อปดราย - white bear(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD42-XL
4800,TTD42-L,(B1) หมีขาวพื้นเขียวท็อปดราย - white bear(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD42-L
4801,TTD42-M,(A1) หมีขาวพื้นเขียวท็อปดราย - white bear(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD42-M
4802,TTD41-XXL,(D1)พื้นฟ้าท็อปดราย-หมีขาว/ White Bear Blue TD(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD41-XXL
4803,TTD41-XL,(C1)พื้นฟ้าท็อปดราย-หมีขาว/White Bear Blue TD(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD41-XL
4804,TTD41-L,(B1)พื้นฟ้าท็อปดราย-หมีขาว/White Bear Blue TD(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD41-L
4805,TTD41-M,(A1)พื้นฟ้าท็อปดราย-หมีขาว/White Bear Blue TD(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD41-M
4806,TTD40-XXL,(D1)พื้นน้ำตาลท็อปดราย-หมีขาว/White Bear Brown TD(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD40-XXL
4807,TTD40-XL,(C1)พื้นน้ำตาลท็อปดราย-หมีขาว/White Bear Brown TD(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD40-XL
4808,TTD40-L,(B1)พื้นน้ำตาลท็อปดราย-หมีขาว/White Bear Brown TD(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD40-L
4809,TTD40-M,(A1)พื้นน้ำตาลท็อปดราย-หมีขาว/White Bear Brown TD(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD40-M
4810,TTD39-XXL,(D1) หมีขาวพื้นเทาเข้ม - white bear(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD39-XXL
4811,TTD39-XL,(C1) หมีขาวพื้นเทาเข้ม - white bear(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD39-XL
4812,TTD39-L,(B1) หมีขาวพื้นเทาเข้ม - white bear(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD39-L
4813,TTD39-M,(A1) หมีขาวพื้นเทาเข้ม - white bear(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD39-M
4814,TTD38-XXL,"(D1)พื้นเขียวท็อปดราย-หมาปั๊ก/Pug, green TD(XXL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD38-XXL
4815,TTD38-XL,"(C1)พื้นเขียวท็อปดราย-หมาปั๊ก/Pug, green TD(XL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD38-XL
4816,TTD38-L,"(B1)พื้นเขียวท็อปดราย-หมาปั๊ก/Pug, green TD",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD38-L
4817,TTD38-M,"(A1)พื้นเขียวท็อปดราย-หมาปั๊ก/Pug, green TD",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD38-M
4818,TTD37-XXL,(D1) หมาปั๊กพื้นฟ้าท็อปดราย - pug(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD37-XXL
4819,TTD37-XL,(C1) หมาปั๊กพื้นฟ้าท็อปดราย - pug(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD37-XL
4820,TTD37-L,(B1) หมาปั๊กพื้นฟ้าท็อปดราย - pug(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD37-L
4821,TTD37-M,(A1) หมาปั๊กพื้นฟ้าท็อปดราย - pug(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD37-M
4822,TTD36-XXL,(D1) หมาปั๊กพื้นน้ำตาลท็อปดราย - pug(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD36-XXL
4823,TTD36-XL,(C1) หมาปั๊กพื้นน้ำตาลท็อปดราย - pug(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD36-XL
4824,TTD36-L,(B1) หมาปั๊กพื้นน้ำตาลท็อปดราย - pug(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD36-L
4825,TTD36-M,(A1) หมาปั๊กพื้นน้ำตาลท็อปดราย - pug(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD36-M
4826,TTD35-XXL,"(D1)พื้นเทาเข้ม-หมาปั๊ก/ Pug, dark gray TD(XXL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD35-XXL
